Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,28-Eure-et-Loir,1.4793161,48.4342922,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,29-Finistère,-4.040047353684159,47.86040085,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,2A-Southern Corsica,9.0087052196875,41.87340825,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,2B-Haute-Corse,9.100906549656116,42.42196975,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,30-Gard,2.823391,50.42192,Victims
11,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,31-Haute-Garonne,0.92163,43.396443,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,32-Gers,0.3368878,43.6417281,Victims
11,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,33-Gironde,-1.1494302392957183,45.356755,Victims
14,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,34-Hérault,3.906147427899628,43.8616782,Victims
8,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,35-Ille-et-Vilaine,-1.529075,48.087414,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,36-Inner,0.1937375514877479,47.23169625,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,37-Indre-et-Loire,0.6796566821692535,47.36630985,Victims
8,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,38-Isere,5.672171563886828,45.2348486,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,39-Jura,6.228599596091794,46.19573865,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,40-Landes,0.0576943,43.9896575,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,41-Loir-et-Cher,1.657261,47.652746,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,42-Loire,0.162643,45.645921,Victims
3,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,43-Haute-Loire,3.6939736,44.8380472,Victims
9,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,44-Loire-Atlantique,-1.3654938,47.2673196,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,45-Loiret,1.7845931840845934,47.8699165,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,46-Lot,1.7844178,50.8851739,Victims
6,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,47-Lot-et-Garonne,0.9806158,44.4325209,Victims
3,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,48-Lozere,2.2365314,48.7072527,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,49-Maine-et-Loire,-0.5421630853658539,47.453155,Victims
